Member_number,Date,itemDescription
4176,2014-06-11,rolls/buns
4176,2014-06-11,waffles
4176,2014-09-25,whole milk
4176,2014-09-25,shopping bags
4176,2015-05-05,semi-finished bread
4176,2015-05-05,flour
4177,2014-02-05,beef
4177,2014-02-05,fruit/vegetable juice
4177,2014-02-05,yogurt
4177,2015-04-13,frankfurter
4177,2015-04-13,whole milk
4177,2015-04-13,grapes
4177,2015-04-13,butter
4177,2015-04-13,semi-finished bread
4177,2015-06-15,bottled beer
4177,2015-06-15,canned beer
4178,2014-05-26,popcorn
4178,2014-05-26,butter
4178,2014-10-05,soda
4178,2014-10-05,domestic eggs
4178,2014-12-18,bottled beer
4178,2014-12-18,white bread
4178,2014-12-25,root vegetables
4178,2014-12-25,brown bread
4178,2015-01-22,frankfurter
4178,2015-01-22,fruit/vegetable juice
4178,2015-01-22,baking powder
4178,2015-06-03,margarine
4178,2015-06-03,berries
4178,2015-06-03,yogurt
4178,2015-06-03,coffee
4178,2015-06-03,soda
4178,2015-06-03,chewing gum
4178,2015-11-13,tropical fruit
4178,2015-11-13,pastry
4178,2015-11-13,salty snack
4179,2014-08-03,hamburger meat
4179,2014-08-03,other vegetables
4179,2015-03-06,root vegetables
4179,2015-03-06,grapes
4179,2015-03-06,brandy
4179,2015-03-06,pickled vegetables
4179,2015-03-06,pastry
4179,2015-03-21,frankfurter
4179,2015-03-21,cat food
4180,2014-04-21,white bread
4180,2014-04-21,shopping bags
4180,2014-08-02,bottled beer
4180,2014-08-02,canned beer
4180,2015-04-01,specialty chocolate
4180,2015-04-01,brown bread
4180,2015-06-04,other vegetables
4180,2015-06-04,whole milk
4180,2015-06-04,semi-finished bread
4180,2015-09-07,dessert
4180,2015-09-07,hamburger meat
4180,2015-11-11,root vegetables
4180,2015-11-11,whole milk
4181,2014-09-07,ice cream
4181,2014-09-07,detergent
4181,2014-09-07,rolls/buns
4182,2014-01-05,liver loaf
4182,2014-01-05,vinegar
4182,2014-01-05,whole milk
4182,2014-01-17,whole milk
4182,2014-01-17,sliced cheese
4182,2014-11-15,beef
4182,2014-11-15,specialty bar
4182,2014-11-15,white bread
4182,2015-05-12,cleaner
4182,2015-05-12,other vegetables
4182,2015-06-18,citrus fruit
4182,2015-06-18,specialty bar
4182,2015-08-21,pastry
4182,2015-08-21,chewing gum
4183,2014-03-26,other vegetables
4183,2014-06-19,processed cheese
4183,2014-06-19,dog food
4183,2014-06-19,frozen potato products
4183,2014-10-08,bottled beer
4183,2014-10-08,ice cream
4183,2014-10-08,salty snack
4183,2014-10-12,sausage
4183,2014-10-12,fruit/vegetable juice
4183,2014-10-12,salt
4183,2014-11-20,root vegetables
4183,2014-11-20,salty snack
4183,2015-01-15,salty snack
4183,2015-01-15,whole milk
4183,2015-01-15,domestic eggs
4183,2015-01-15,shopping bags
4184,2014-09-17,pip fruit
4184,2014-09-17,rolls/buns
4184,2015-06-28,pastry
4184,2015-06-28,soda
4184,2015-06-28,semi-finished bread
4184,2015-06-28,white bread
4184,2015-12-15,yogurt
4184,2015-12-15,beverages
4185,2014-11-20,rolls/buns
4185,2014-11-20,fruit/vegetable juice
4185,2015-01-16,pip fruit
4185,2015-01-16,curd
4185,2015-01-16,coffee
4185,2015-01-16,rolls/buns
4186,2015-10-25,whipped/sour cream
4186,2015-10-25,whole milk
4186,2015-10-25,oil
4187,2014-04-16,canned beer
4187,2014-04-16,pastry
4187,2014-04-19,pip fruit
4187,2014-04-19,onions
4187,2014-05-04,whipped/sour cream
4187,2014-05-04,soda
4187,2014-05-04,white bread
4187,2014-05-04,snack products
4187,2015-04-10,whole milk
4187,2015-04-10,specialty cheese
4187,2015-05-09,dog food
4187,2015-05-09,pork
4187,2015-07-31,sausage
4187,2015-07-31,bottled beer
4187,2015-09-14,pip fruit
4187,2015-09-14,sliced cheese
4187,2015-09-14,sugar
4187,2015-10-28,rolls/buns
4187,2015-10-28,berries
4187,2015-10-28,canned vegetables
4187,2015-10-28,dessert
4188,2014-08-20,soda
4188,2014-08-20,shopping bags
4189,2015-04-07,rolls/buns
4189,2015-04-07,soda
4189,2015-04-07,snack products
4189,2015-04-07,long life bakery product
4189,2015-09-11,sausage
4189,2015-09-11,whole milk
4190,2014-06-28,specialty bar
4190,2014-06-28,bottled water
4190,2014-08-24,chicken
4190,2014-08-24,flower (seeds)
4190,2014-09-30,domestic eggs
4190,2014-09-30,sugar
4190,2014-12-07,canned beer
4190,2014-12-07,shopping bags
4190,2014-12-30,soda
4190,2014-12-30,cake bar
4190,2015-04-04,citrus fruit
4190,2015-04-04,newspapers
4190,2015-09-23,pip fruit
4190,2015-09-23,citrus fruit
4190,2015-12-24,frankfurter
4190,2015-12-24,root vegetables
4190,2015-12-24,fruit/vegetable juice
4190,2015-12-24,margarine
4190,2015-12-27,whole milk
4190,2015-12-27,soda
4190,2015-12-27,newspapers
4191,2014-03-14,liver loaf
4191,2014-03-14,margarine
4191,2014-03-14,cat food
4191,2014-08-05,citrus fruit
4191,2014-08-05,white bread
4191,2014-11-10,other vegetables
4191,2014-11-10,spread cheese
4191,2015-04-28,other vegetables
4191,2015-04-28,chicken
4191,2015-05-10,pork
4191,2015-05-10,long life bakery product
4191,2015-11-03,tropical fruit
4191,2015-11-03,whipped/sour cream
4192,2014-02-17,root vegetables
4192,2014-02-17,canned beer
4192,2014-02-17,whole milk
4192,2014-02-17,oil
4192,2014-02-22,butter
4192,2014-02-22,seasonal products
4192,2014-06-08,beverages
4192,2014-06-08,whole milk
4192,2015-09-12,chewing gum
4192,2015-09-12,coffee
4192,2015-09-12,sugar
4192,2015-12-16,yogurt
4192,2015-12-16,chicken
4192,2015-12-16,uht-milk
4192,2015-12-16,bottled water
4193,2014-04-30,ketchup
4193,2014-04-30,whole milk
4193,2014-06-14,sauces
4193,2014-06-14,shopping bags
4193,2014-12-29,bottled beer
4193,2014-12-29,pastry
4193,2015-08-30,meat
4193,2015-08-30,specialty chocolate
4194,2014-02-23,root vegetables
4194,2014-02-23,bottled beer
4194,2014-07-21,photo/film
4194,2014-07-21,whole milk
4194,2014-11-19,pastry
4194,2014-11-19,newspapers
4194,2014-12-25,frozen vegetables
4194,2014-12-25,fruit/vegetable juice
4194,2015-02-07,bottled water
4194,2015-02-07,cream cheese
4194,2015-02-07,pip fruit
4194,2015-02-07,hygiene articles
4194,2015-05-11,cleaner
4194,2015-05-11,chewing gum
4195,2014-09-09,berries
4195,2014-09-09,shopping bags
4195,2015-05-04,salty snack
4195,2015-05-04,other vegetables
4195,2015-10-01,bottled beer
4195,2015-10-01,other vegetables
4195,2015-10-01,root vegetables
4195,2015-10-01,cream cheese
4195,2015-10-01,waffles
4195,2015-10-01,rolls/buns
4196,2014-02-03,flower (seeds)
4196,2014-07-27,other vegetables
4196,2014-07-27,whole milk
4196,2014-11-06,rolls/buns
4196,2014-11-06,newspapers
4196,2015-07-09,rolls/buns
4196,2015-07-09,other vegetables
4196,2015-11-07,brown bread
4196,2015-11-07,whipped/sour cream
4197,2014-04-05,coffee
4197,2014-04-05,long life bakery product
4197,2014-09-29,pastry
4197,2014-09-29,detergent
4197,2015-02-06,chicken
4197,2015-02-06,house keeping products
4197,2015-05-13,butter
4197,2015-05-13,cream
4197,2015-10-26,beef
4197,2015-10-26,sausage
4197,2015-10-26,pet care
4197,2015-10-26,yogurt
4197,2015-10-26,newspapers
4197,2015-10-26,soda
4197,2015-11-03,soda
4197,2015-11-03,pastry
4197,2015-11-03,rolls/buns
4198,2014-11-10,whole milk
4198,2014-11-10,rolls/buns
4198,2014-11-10,canned fish
4198,2015-03-18,beef
4198,2015-03-18,yogurt
4199,2014-04-05,root vegetables
4199,2014-04-05,specialty cheese
4199,2014-04-05,curd
4199,2014-08-24,beef
4199,2014-08-24,margarine
4199,2014-08-24,baking powder
4199,2015-08-04,soda
4199,2015-08-04,candles
4199,2015-08-04,rolls/buns
4199,2015-12-29,pip fruit
4199,2015-12-29,uht-milk
4200,2014-06-23,hamburger meat
4200,2014-06-23,salty snack
4200,2014-06-23,shopping bags
4201,2014-08-06,flower (seeds)
4201,2014-08-06,bottled beer
4201,2014-09-01,pip fruit
4201,2014-09-01,whipped/sour cream
4201,2014-09-12,curd
4201,2014-09-12,syrup
4201,2014-10-21,rolls/buns
4201,2014-10-21,chewing gum
4201,2014-11-17,soda
4201,2014-11-17,dessert
4201,2015-10-14,tropical fruit
4201,2015-10-14,house keeping products
4202,2014-02-16,female sanitary products
4202,2014-02-16,other vegetables
4202,2014-02-28,popcorn
4202,2014-02-28,long life bakery product
4202,2014-07-12,citrus fruit
4202,2014-07-12,rolls/buns
4202,2014-07-12,long life bakery product
4202,2015-02-18,soda
4202,2015-02-18,meat
4202,2015-05-02,yogurt
4202,2015-05-02,other vegetables
4202,2015-12-02,coffee
4202,2015-12-02,pip fruit
4204,2014-04-01,pastry
4204,2014-04-01,white bread
4204,2014-11-11,curd
4204,2014-11-11,whipped/sour cream
4204,2015-05-06,spread cheese
4204,2015-05-06,shopping bags
4204,2015-10-16,whole milk
4204,2015-10-16,curd
4204,2015-10-16,rolls/buns
4205,2015-01-29,citrus fruit
4205,2015-01-29,whipped/sour cream
4205,2015-02-22,beef
4205,2015-02-22,herbs
4206,2014-01-14,rolls/buns
4206,2014-04-04,rolls/buns
4206,2014-04-04,root vegetables
4206,2014-04-07,whipped/sour cream
4206,2014-04-07,domestic eggs
4206,2014-09-09,oil
4206,2014-09-09,bottled beer
4206,2014-09-18,chocolate
4206,2014-09-18,mustard
4206,2014-09-18,rolls/buns
4206,2014-11-27,frozen vegetables
4206,2014-11-27,fruit/vegetable juice
4206,2014-12-11,whole milk
4206,2014-12-11,margarine
4207,2014-10-21,whole milk
4207,2014-10-21,candy
4207,2015-03-17,frozen dessert
4207,2015-03-17,rolls/buns
4207,2015-07-08,rolls/buns
4207,2015-07-08,pet care
4207,2015-08-28,sausage
4207,2015-08-28,other vegetables
4207,2015-08-28,citrus fruit
4207,2015-08-28,curd
4207,2015-08-28,red/blush wine
4207,2015-08-28,dessert
4207,2015-08-28,specialty chocolate
4207,2015-08-28,white bread
4207,2015-08-28,pastry
4208,2014-02-03,pork
4208,2014-02-03,rolls/buns
4209,2014-03-18,newspapers
4209,2014-03-18,chocolate
4209,2014-07-29,liquor (appetizer)
4209,2014-07-29,long life bakery product
4210,2014-03-17,tropical fruit
4210,2014-03-17,shopping bags
4210,2015-08-07,chicken
4210,2015-08-07,other vegetables
4211,2014-03-22,rolls/buns
4211,2014-03-22,detergent
4211,2014-04-03,bottled beer
4211,2014-04-03,napkins
4211,2014-04-03,whole milk
4211,2014-05-02,rolls/buns
4211,2014-05-02,curd cheese
4211,2014-05-29,whipped/sour cream
4211,2014-05-29,newspapers
4211,2014-09-16,tropical fruit
4211,2014-09-16,pastry
4211,2014-09-16,margarine
4212,2014-03-14,dessert
4212,2014-03-14,butter
4212,2014-05-12,organic sausage
4212,2014-05-12,rolls/buns
4212,2015-03-31,yogurt
4212,2015-03-31,other vegetables
4212,2015-03-31,soft cheese
4212,2015-04-07,chicken
4212,2015-04-07,whipped/sour cream
4212,2015-05-01,other vegetables
4212,2015-05-01,tropical fruit
4213,2014-04-28,other vegetables
4213,2014-04-28,seasonal products
4213,2014-11-06,coffee
4213,2014-11-06,rolls/buns
4213,2015-08-23,hamburger meat
4213,2015-08-23,pork
4213,2015-08-23,chicken
4213,2015-08-23,whole milk
4214,2014-07-10,yogurt
4214,2014-07-10,domestic eggs
4214,2014-08-31,other vegetables
4214,2014-08-31,dog food
4214,2014-10-03,sausage
4214,2014-10-03,cake bar
4214,2015-03-20,sausage
4214,2015-03-20,root vegetables
4214,2015-06-09,tropical fruit
4214,2015-06-09,chewing gum
4214,2015-10-07,long life bakery product
4214,2015-10-07,citrus fruit
4214,2015-10-07,rolls/buns
4215,2014-04-03,specialty fat
4215,2014-04-03,liquor (appetizer)
4215,2014-04-10,yogurt
4215,2014-04-10,long life bakery product
4215,2014-04-10,newspapers
4215,2015-05-31,pork
4215,2015-05-31,canned beer
4215,2015-05-31,rolls/buns
4215,2015-05-31,yogurt
4215,2015-05-31,mustard
4215,2015-05-31,oil
4215,2015-05-31,popcorn
4215,2015-05-31,whipped/sour cream
4215,2015-06-30,specialty bar
4215,2015-06-30,processed cheese
4215,2015-06-30,whole milk
4215,2015-06-30,misc. beverages
4216,2014-01-21,other vegetables
4216,2014-01-21,brown bread
4216,2014-11-17,brown bread
4216,2014-11-17,whole milk
4216,2014-11-17,light bulbs
4216,2014-12-25,butter milk
4216,2014-12-25,citrus fruit
4216,2015-02-24,citrus fruit
4216,2015-02-24,rolls/buns
4216,2015-04-28,sausage
4216,2015-04-28,pork
4217,2014-03-15,other vegetables
4217,2014-03-15,soft cheese
4217,2014-06-03,root vegetables
4217,2014-06-03,brown bread
4217,2014-06-03,domestic eggs
4217,2014-06-20,pastry
4217,2014-06-20,whole milk
4217,2014-07-27,dishes
4217,2014-07-27,sweet spreads
4217,2014-08-30,cling film/bags
4217,2014-08-30,curd
4217,2015-02-05,bottled water
4217,2015-02-05,sausage
4217,2015-02-05,yogurt
4217,2015-06-17,salt
4217,2015-06-17,soda
4217,2015-06-17,rolls/buns
4217,2015-11-23,pork
4217,2015-11-23,liquor
4217,2015-12-01,whole milk
4217,2015-12-01,bottled water
4217,2015-12-18,frozen vegetables
4217,2015-12-18,yogurt
4217,2015-12-18,bottled beer
4218,2014-08-24,soda
4218,2014-08-24,dish cleaner
4218,2014-09-15,hamburger meat
4218,2014-09-15,dog food
4218,2014-09-15,domestic eggs
4218,2015-01-11,ham
4218,2015-01-11,berries
4218,2015-10-03,beef
4218,2015-10-03,frankfurter
4218,2015-10-03,root vegetables
4218,2015-10-03,specialty fat
4218,2015-10-03,domestic eggs
4219,2014-05-14,long life bakery product
4219,2014-05-14,butter milk
4219,2014-09-21,citrus fruit
4219,2014-09-21,sliced cheese
4219,2015-03-19,berries
4219,2015-03-19,other vegetables
4219,2015-10-16,rolls/buns
4219,2015-10-16,long life bakery product
4220,2014-05-05,rolls/buns
4220,2014-05-05,soft cheese
4220,2014-08-04,sliced cheese
4220,2014-08-04,chocolate
4220,2015-08-10,tropical fruit
4220,2015-08-10,canned beer
4220,2015-08-10,detergent
4220,2015-08-10,bottled water
4220,2015-08-21,yogurt
4220,2015-08-21,rolls/buns
4220,2015-11-21,pip fruit
4220,2015-11-21,beef
4220,2015-11-21,whole milk
4220,2015-11-21,other vegetables
4221,2014-05-04,dish cleaner
4221,2014-05-04,shopping bags
4221,2014-06-01,bottled water
4221,2014-06-01,frozen meals
4221,2015-01-04,sausage
4221,2015-01-04,pet care
4221,2015-02-27,whole milk
4221,2015-02-27,hamburger meat
4222,2014-05-20,sausage
4222,2014-05-20,other vegetables
4222,2015-05-27,tropical fruit
4222,2015-05-27,rum
4222,2015-05-27,flour
4222,2015-08-20,newspapers
4222,2015-08-20,beverages
4222,2015-08-20,beef
4222,2015-08-20,chocolate
4222,2015-08-20,kitchen towels
4222,2015-12-27,cat food
4222,2015-12-27,tropical fruit
4222,2015-12-27,whipped/sour cream
4223,2014-03-20,tropical fruit
4223,2014-03-20,frozen meals
4223,2014-06-15,whole milk
4223,2014-06-15,newspapers
4223,2015-06-15,liver loaf
4223,2015-06-15,white bread
4223,2015-06-15,herbs
4223,2015-06-15,pastry
4223,2015-07-19,citrus fruit
4223,2015-07-19,bottled water
4223,2015-07-20,root vegetables
4223,2015-07-20,other vegetables
4223,2015-10-03,meat
4223,2015-10-03,soda
4223,2015-10-07,sliced cheese
4223,2015-10-07,pastry
4223,2015-10-07,onions
4224,2014-08-30,rolls/buns
4224,2014-08-30,pastry
4224,2014-10-06,grapes
4224,2014-10-06,processed cheese
4224,2015-01-29,chicken
4224,2015-01-29,brown bread
4224,2015-02-24,chicken
4224,2015-02-24,tropical fruit
4224,2015-10-04,brown bread
4224,2015-10-04,pastry
4224,2015-12-06,bottled beer
4224,2015-12-06,pastry
4225,2015-05-01,pip fruit
4225,2015-05-01,bottled beer
4225,2015-05-08,hard cheese
4225,2015-05-08,bottled water
4225,2015-05-08,root vegetables
4225,2015-05-08,brown bread
4226,2014-03-03,citrus fruit
4226,2014-03-03,other vegetables
4226,2014-09-08,butter
4226,2014-09-08,specialty bar
4226,2014-11-27,chocolate
4226,2014-11-27,dessert
4226,2015-12-06,sausage
4226,2015-12-06,domestic eggs
4226,2015-12-06,frozen meals
4227,2014-07-25,citrus fruit
4227,2014-07-25,long life bakery product
4227,2014-08-08,whipped/sour cream
4227,2014-08-08,rolls/buns
4227,2015-08-20,hamburger meat
4227,2015-08-20,coffee
4227,2015-08-20,yogurt
4228,2014-02-08,soda
4228,2014-02-08,beverages
4228,2014-06-26,other vegetables
4228,2014-06-26,brown bread
4228,2015-03-26,whole milk
4228,2015-03-26,sweet spreads
4228,2015-03-26,pip fruit
4228,2015-03-26,bottled water
4228,2015-03-26,mustard
4228,2015-04-04,white bread
4228,2015-04-04,shopping bags
4228,2015-04-18,tropical fruit
4228,2015-04-18,cooking chocolate
4229,2014-07-17,butter milk
4229,2014-07-17,dessert
4229,2015-03-06,sausage
4229,2015-03-06,soda
4229,2015-03-06,rolls/buns
4229,2015-08-20,dishes
4229,2015-08-20,other vegetables
4229,2015-08-20,pastry
4230,2014-05-28,pastry
4230,2014-05-28,canned beer
4230,2015-03-15,sausage
4230,2015-03-15,root vegetables
4230,2015-03-15,brown bread
4230,2015-06-25,seasonal products
4230,2015-06-25,white wine
4230,2015-11-05,pastry
4230,2015-11-05,grapes
4231,2014-02-04,tropical fruit
4231,2014-02-04,herbs
4231,2014-02-04,long life bakery product
4231,2015-01-11,chicken
4231,2015-01-11,salty snack
4232,2014-06-10,whole milk
4232,2014-06-10,processed cheese
4232,2014-07-07,root vegetables
4232,2014-07-07,popcorn
4232,2014-07-07,long life bakery product
4232,2014-07-07,domestic eggs
4232,2015-11-14,pork
4232,2015-11-14,liquor
4232,2015-12-19,whole milk
4232,2015-12-19,instant food products
4232,2015-12-19,pip fruit
4232,2015-12-19,canned beer
4233,2014-01-18,chicken
4233,2014-01-18,soda
4233,2014-01-18,packaged fruit/vegetables
4233,2014-06-23,root vegetables
4233,2014-06-23,roll products
4233,2014-06-23,whole milk
4233,2014-08-18,pork
4233,2014-08-18,cleaner
4233,2015-06-16,whole milk
4233,2015-06-16,coffee
4234,2014-01-22,other vegetables
4234,2014-01-22,fruit/vegetable juice
4234,2014-01-22,oil
4234,2014-01-22,detergent
4234,2014-06-10,sliced cheese
4234,2014-06-10,whole milk
4234,2014-10-01,berries
4234,2014-10-01,beverages
4234,2014-10-01,pastry
4234,2014-10-01,napkins
4234,2014-10-27,pip fruit
4234,2014-10-27,whole milk
4234,2015-07-17,whole milk
4234,2015-07-17,domestic eggs
4234,2015-07-17,canned vegetables
4234,2015-07-17,baking powder
4234,2015-07-17,hygiene articles
4234,2015-07-17,detergent
4234,2015-08-02,chocolate
4234,2015-08-02,rolls/buns
4235,2014-03-21,brown bread
4235,2014-03-21,curd
4235,2014-05-13,whole milk
4235,2014-05-13,seasonal products
4235,2014-09-18,soda
4235,2014-09-18,shopping bags
4235,2014-10-18,rolls/buns
4235,2014-10-18,oil
4235,2014-10-18,chocolate
4235,2015-04-26,citrus fruit
4235,2015-04-26,other vegetables
4235,2015-09-25,beef
4235,2015-09-25,bottled water
4235,2015-12-19,grapes
4235,2015-12-19,berries
4235,2015-12-19,soda
4235,2015-12-19,condensed milk
4235,2015-12-19,waffles
4235,2015-12-19,nut snack
4236,2014-03-04,chicken
4236,2014-03-04,curd
4236,2014-05-13,napkins
4236,2014-05-13,skin care
4236,2015-10-13,tropical fruit
4236,2015-10-13,canned beer
4236,2015-11-25,beef
4236,2015-11-25,frankfurter
4236,2015-11-25,canned beer
4236,2015-11-25,pip fruit
4236,2015-11-25,brown bread
4236,2015-11-25,frozen vegetables
4236,2015-11-25,newspapers
4236,2015-11-25,misc. beverages
4237,2014-05-20,pork
4237,2014-05-20,pastry
4238,2015-03-08,frankfurter
4238,2015-03-08,pip fruit
4238,2015-03-08,hygiene articles
4238,2015-12-03,pastry
4238,2015-12-03,onions
4238,2015-12-12,tropical fruit
4238,2015-12-12,packaged fruit/vegetables
4238,2015-12-12,cereals
4239,2014-12-08,frankfurter
4239,2014-12-08,napkins
4239,2015-02-11,sausage
4239,2015-02-11,berries
4240,2015-04-29,yogurt
4240,2015-04-29,chicken
4240,2015-04-29,soda
4240,2015-06-28,other vegetables
4240,2015-06-28,frozen dessert
4240,2015-06-28,shopping bags
4240,2015-09-18,citrus fruit
4240,2015-09-18,rolls/buns
4240,2015-09-18,whole milk
4240,2015-09-18,brown bread
4240,2015-10-28,pet care
4240,2015-10-28,coffee
4240,2015-10-28,soda
4240,2015-12-04,dessert
4240,2015-12-04,other vegetables
4241,2014-09-22,popcorn
4241,2014-09-22,cat food
4241,2014-10-02,soda
4241,2014-10-02,yogurt
4241,2014-10-02,bottled water
4241,2014-10-02,pot plants
4242,2014-01-30,yogurt
4242,2014-01-30,brown bread
4242,2015-03-30,bottled water
4242,2015-03-30,brown bread
4242,2015-12-09,coffee
4242,2015-12-09,whole milk
4242,2015-12-09,canned fruit
4243,2014-01-15,napkins
4243,2014-01-15,sugar
4243,2014-03-30,napkins
4243,2014-03-30,margarine
4243,2014-07-02,other vegetables
4243,2014-07-02,chocolate
4243,2014-07-02,white wine
4243,2014-12-29,pot plants
4243,2014-12-29,whipped/sour cream
4243,2015-04-02,sausage
4243,2015-04-02,detergent
4243,2015-04-02,hygiene articles
4243,2015-08-22,canned beer
4243,2015-08-22,root vegetables
4243,2015-08-22,hard cheese
4243,2015-08-22,specialty cheese
4244,2014-04-17,other vegetables
4244,2014-04-17,bottled beer
4244,2014-09-20,whole milk
4244,2014-09-20,semi-finished bread
4244,2014-12-05,oil
4244,2014-12-05,processed cheese
4244,2014-12-16,frozen fruits
4244,2014-12-16,pot plants
4244,2015-10-31,tropical fruit
4244,2015-10-31,oil
4245,2014-07-15,misc. beverages
4245,2014-07-15,whole milk
4245,2014-09-13,rolls/buns
4245,2014-09-13,whole milk
4245,2014-11-21,bottled water
4245,2014-11-21,tropical fruit
4245,2015-06-04,bottled water
4245,2015-06-04,yogurt
4245,2015-06-04,whipped/sour cream
4246,2014-06-28,soda
4246,2014-06-28,tropical fruit
4246,2014-06-28,specialty chocolate
4246,2014-06-28,root vegetables
4246,2015-06-13,yogurt
4246,2015-06-13,rolls/buns
4246,2015-12-01,sausage
4246,2015-12-01,whole milk
4247,2014-01-02,soda
4247,2014-01-02,butter
4248,2014-10-09,rolls/buns
4248,2014-10-09,margarine
4249,2014-03-01,canned beer
4249,2014-03-01,shopping bags
4249,2015-02-27,pip fruit
4249,2015-02-27,uht-milk
4249,2015-02-27,shopping bags
4249,2015-08-04,frankfurter
4249,2015-08-04,bottled water
4249,2015-09-13,canned beer
4249,2015-09-13,berries
4249,2015-12-04,sausage
4249,2015-12-04,other vegetables
4250,2014-01-17,yogurt
4250,2014-01-17,pet care
4250,2014-10-25,shopping bags
4250,2014-10-25,cake bar
4251,2014-07-01,root vegetables
4251,2014-07-01,ice cream
4251,2014-07-01,rolls/buns
4251,2014-07-02,ham
4251,2014-07-02,whole milk
4251,2014-11-14,whole milk
4251,2014-11-14,candy
4251,2014-11-14,domestic eggs
4251,2014-11-14,white wine
4251,2015-01-17,pork
4251,2015-01-17,pastry
4251,2015-10-03,berries
4251,2015-10-03,tropical fruit
4251,2015-10-03,shopping bags
4251,2015-10-03,sweet spreads
4251,2015-10-03,yogurt
4251,2015-10-03,soups
4251,2015-12-21,soda
4251,2015-12-21,root vegetables
4252,2014-04-28,bottled water
4252,2014-04-28,shopping bags
4252,2014-04-28,dog food
4252,2014-12-25,ham
4252,2014-12-25,newspapers
4252,2015-04-10,turkey
4252,2015-04-10,frozen potato products
4252,2015-04-10,butter
4252,2015-04-10,frozen dessert
4254,2014-12-25,shopping bags
4254,2014-12-25,domestic eggs
4254,2015-07-20,root vegetables
4254,2015-07-20,white wine
4254,2015-08-14,yogurt
4254,2015-08-14,ham
4255,2014-01-02,frankfurter
4255,2014-01-02,margarine
4255,2014-09-29,yogurt
4255,2014-09-29,brown bread
4255,2014-11-03,beverages
4255,2014-11-03,liquor
4255,2014-11-03,shopping bags
4255,2015-08-15,newspapers
4255,2015-08-15,dishes
4255,2015-09-02,whole milk
4255,2015-09-02,tropical fruit
4256,2014-02-03,processed cheese
4256,2014-02-03,tropical fruit
4256,2014-05-09,whole milk
4256,2014-05-09,oil
4256,2014-05-19,specialty bar
4256,2014-05-19,bottled water
4257,2014-02-03,uht-milk
4257,2014-02-03,yogurt
4257,2014-02-03,napkins
4257,2014-06-04,other vegetables
4257,2014-06-04,soft cheese
4257,2014-06-14,sausage
4257,2014-06-14,dessert
4257,2015-06-28,ice cream
4257,2015-06-28,herbs
4257,2015-08-18,grapes
4257,2015-08-18,whole milk
4257,2015-08-21,beef
4257,2015-08-21,pastry
4258,2014-06-13,yogurt
4258,2014-06-13,newspapers
4258,2014-06-24,sausage
4258,2014-06-24,frozen meals
4258,2015-04-22,beef
4258,2015-04-22,whole milk
4258,2015-04-22,fruit/vegetable juice
4258,2015-04-22,hygiene articles
4258,2015-07-18,frankfurter
4258,2015-07-18,chocolate
4258,2015-12-11,soda
4258,2015-12-11,salty snack
4258,2015-12-11,candy
4259,2014-07-23,canned beer
4259,2014-07-23,yogurt
4259,2014-12-11,yogurt
4259,2014-12-11,newspapers
4259,2014-12-16,pastry
4259,2014-12-16,ice cream
4259,2014-12-20,domestic eggs
4259,2015-06-24,brown bread
4259,2015-06-24,soda
4259,2015-06-24,butter
4259,2015-06-24,shopping bags
4260,2014-01-01,soda
4260,2014-01-01,brown bread
4260,2015-05-30,sausage
4260,2015-05-30,root vegetables
4260,2015-05-30,canned beer
4260,2015-05-30,rolls/buns
4260,2015-10-19,frozen vegetables
4260,2015-10-19,whipped/sour cream
4260,2015-11-16,chicken
4260,2015-11-16,whole milk
4260,2015-11-16,margarine
4260,2015-11-16,soda
4261,2014-02-08,bottled beer
4261,2014-02-08,pip fruit
4261,2014-05-29,root vegetables
4261,2014-05-29,dessert
4261,2014-05-29,whisky
4261,2014-06-13,whole milk
4261,2014-06-13,fruit/vegetable juice
4261,2014-06-13,rolls/buns
4261,2014-09-28,other vegetables
4261,2014-09-28,napkins
4261,2015-02-16,bottled water
4261,2015-02-16,tropical fruit
4262,2014-03-03,domestic eggs
4262,2014-03-03,napkins
4262,2014-06-03,frozen meals
4262,2014-06-03,red/blush wine
4262,2014-06-03,whipped/sour cream
4262,2014-06-21,canned beer
4262,2014-08-17,domestic eggs
4262,2014-08-17,newspapers
4262,2015-04-25,whole milk
4262,2015-04-25,other vegetables
4262,2015-04-25,newspapers
4262,2015-09-11,soft cheese
4262,2015-09-11,pip fruit
4262,2015-09-11,whole milk
4262,2015-10-16,meat
4262,2015-10-16,rolls/buns
4264,2014-02-18,newspapers
4264,2014-02-18,soda
4264,2014-03-16,whole milk
4264,2014-03-16,butter milk
4264,2014-03-16,yogurt
4264,2014-07-20,soft cheese
4264,2014-07-20,spices
4264,2015-05-11,curd cheese
4264,2015-05-11,popcorn
4265,2014-03-08,bottled water
4265,2014-03-08,whipped/sour cream
4265,2014-04-17,popcorn
4265,2014-04-17,flour
4265,2014-05-06,other vegetables
4265,2014-05-06,butter milk
4265,2014-10-31,other vegetables
4265,2014-10-31,soda
4265,2015-12-12,rolls/buns
4265,2015-12-12,root vegetables
4266,2014-02-19,newspapers
4266,2014-02-19,margarine
4266,2014-02-19,bottled beer
4266,2014-02-19,coffee
4266,2014-09-02,specialty bar
4266,2014-09-02,roll products
4266,2014-09-02,instant food products
4266,2014-11-29,yogurt
4266,2014-11-29,soda
